Organization Id,Name,Country,Founded,Industry,Number of employees
1812aD6E005C25C,"Juarez, Crane and Malone",Equatorial Guinea,20th century,HOSPITALITY,6521
e3DADC8bDD186dd,Lowery-Oneal,Nepal,21th century,PUBLIC RELATIONS / PR,6321
bAbbCDb5bF5CE4D,"Soto, Mills and Clayton",Congo,20th century,RETAIL INDUSTRY,3434
dA55D30eCcb2C2E,Hebert-Krause,Belarus,20th century,MENTAL HEALTH CARE,9469
2a84df770eB21BC,"Powell, Velez and Luna",Uganda,21th century,FURNITURE,4761
9cC5f2A4D2F7e1c,Waller-Hardin,Ireland,20th century,EXECUTIVE OFFICE,7885
d950b4aA451b7CE,Harper-Barry,Burkina Faso,21th century,ALTERNATIVE MEDICINE,5287
9a80A44d846cD93,Duke-Riddle,Northern Mariana Islands,20th century,ARTS / CRAFTS,4814
CBBD187cEDEFEEd,Welch Inc,American Samoa,21th century,ANIMATION,8518
fbaF7b9beA5eDda,Adams-Fowler,United Arab Emirates,20th century,MARITIME,1325
eAC41a28bf1abFB,Rodriguez-Rowe,Belgium,21th century,VETERINARY,8794
bF41c1ef333bb9C,"Owens, Raymond and Webb",Samoa,20th century,ONLINE PUBLISHING,5352
89aDfe2Fb176993,Harris-Dennis,Falkland Islands (Malvinas),21th century,MEDICAL PRACTICE,3393
40E164DDB5c09FC,Werner-Tapia,South Georgia and the South Sandwich Islands,21th century,FURNITURE,6174
F1fdaBFdaaE0CB3,"Rogers, Swanson and Frost",Myanmar,21th century,APPAREL / FASHION,9956
9b00F8dDe5d1BE7,Padilla LLC,Saint Barthelemy,20th century,NEWSPAPERS / JOURNALISM,4795
4831eEE72eF1DfE,Cochran-Wheeler,Australia,20th century,CONSTRUCTION,7895
Af721DD561B4e7B,"Avila, Tyler and Proctor",Hungary,21th century,SPORTING GOODS,4113
d6c1F417fEfa57c,"Hubbard, Gallagher and Hicks",South Georgia and the South Sandwich Islands,21th century,WRITING / EDITING,9727
6702CbF82D630dc,Meyer Inc,Cote d'Ivoire,20th century,BROADCAST MEDIA,2749
810e7639cFEcf1d,Petty Group,Equatorial Guinea,20th century,PRINTING,8782
0aEB0e364c9D473,"Oneill, Rosales and Becker",Syrian Arab Republic,20th century,DAIRY,8812
F27abC6C27d4F10,Christian-Goodman,Chile,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,8351
849B11e69E5208a,Arroyo and Sons,Angola,21th century,PUBLIC RELATIONS / PR,3737
D3eDbbfEC9b61dB,"Hobbs, Stephens and Jordan",Italy,21th century,WAREHOUSING,9835
C75Ac3f8A7599e1,Reynolds-Lowe,Cyprus,20th century,FOOD / BEVERAGES,6670
01c6ABbcfcA0fe6,"Griffin, Cardenas and Guerra",Greece,20th century,FOOD / BEVERAGES,6786
bf80f8f5ff4bA36,Levy-Garrison,Micronesia,20th century,INSURANCE,5174
d2a53e3bF3beF7f,Blackwell-Tapia,Bangladesh,21th century,BUILDING MATERIALS,6541
9082B37ABc9843c,Rhodes Ltd,Qatar,21th century,LAW PRACTICE / LAW FIRMS,7950
7817E1c4244c150,Curry LLC,United States of America,20th century,CONSUMER ELECTRONICS,5600
9DEb233a835226a,"Proctor, Mcintosh and Oliver",Iraq,20th century,LEGAL SERVICES,9465
B25b5671Ab8E935,Levy Inc,Mauritius,21th century,TOBACCO,1986
82B98ECABEee74f,"Shah, Guerra and Gibson",Suriname,20th century,EVENTS SERVICES,8423
BedDAf941311F0b,"Harmon, Valdez and Wilkinson",Senegal,21th century,OIL / ENERGY / SOLAR / GREENTECH,3592
a0CcceC2cA8A04d,Dickerson-West,Kazakhstan,20th century,INSURANCE,7542
b2d1Cde2FeffaEA,Ochoa-Austin,Korea,21th century,AIRLINES / AVIATION,8460
C0ce32Dd8Cae9a4,Hicks Ltd,Canada,21th century,FOOD PRODUCTION,7857
b16d0EfEe689765,"Herring, Shepard and Farley",Dominican Republic,20th century,CONSUMER ELECTRONICS,6047
583A23f1bee99DC,Moses PLC,Bahamas,21th century,TOBACCO,6733
aF1e90748Fa4bbB,Stevenson-Burch,Lesotho,20th century,PLASTICS,4474
64bB1E2Db4E4DB6,Pitts Group,Cameroon,21th century,MINING / METALS,9900
49bE9c31A8EF7AF,Browning PLC,Cyprus,20th century,AUTOMOTIVE,4412
2794c3f1Facf7Ca,"Wang, Mckenzie and Dickson",Nauru,20th century,POLITICAL ORGANIZATION,1102
5506BdbCb1CBC0d,Boyle Ltd,Netherlands,21th century,SHIPBUILDING,7160
FAc1aEaF111EcF3,"Larson, Hancock and Bentley",Central African Republic,21th century,PUBLIC SAFETY,3012
3afCbad7F8D6812,Simpson-Lloyd,Brunei Darussalam,21th century,PHOTOGRAPHY,7956
EFdef91E58b6d83,"Glass, Horne and Cisneros",Antarctica (the territory South of 60 deg S),21th century,LAW PRACTICE / LAW FIRMS,3605
Bcce6CBf179B40A,"Bright, Moon and Hunter",Estonia,20th century,COSMETICS,4902
95B75adBee76Dd0,Hudson-Spears,Christmas Island,21th century,FACILITIES SERVICES,9903
A2C34D88AAEa1eE,Richard-Chaney,Belize,21th century,INTERNATIONAL TRADE / DEVELOPMENT,6016
74C8c65598A0C29,"Santana, Nicholson and Friedman",Tonga,20th century,MEDICAL EQUIPMENT,2876
f52FFd6b34BCe6B,"Tran, Knox and Paul",Congo,20th century,FACILITIES SERVICES,8309
ABC4A9dF065AbA6,Carson Inc,Nepal,20th century,LEGISLATIVE OFFICE,2631
8E356BA9bAFB83e,Benitez and Sons,Albania,20th century,GLASS / CERAMICS / CONCRETE,4831
438aFaCC5761Ab9,Adams-Mayer,El Salvador,20th century,ANIMATION,1181
d9ccEE47D4Ac44C,Good-Fitzpatrick,Heard Island and McDonald Islands,20th century,BROADCAST MEDIA,9040
9Ff90bbeb1dEf3A,Anthony-Woodard,Argentina,20th century,FINANCIAL SERVICES,7848
CfAa0BaD0b5DEA2,Espinoza Group,Niue,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,3338
2dAda75df07cEeb,Decker-Middleton,Bermuda,20th century,DEFENSE / SPACE,6411
3CA5B9beAEfceA9,Jensen Ltd,Japan,20th century,NEWSPAPERS / JOURNALISM,5568
E6afc545723E3dE,Perry and Sons,Moldova,20th century,ALTERNATIVE DISPUTE RESOLUTION,9437
9FAbE91FCEe0Bee,Torres-Peterson,Saint Martin,20th century,INSURANCE,5531
9C0Ed7debe4E8Db,"Strong, Oneal and Vaughan",Reunion,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,4067
896b7dC6EAC8cd7,Carson-Allison,Solomon Islands,20th century,MACHINERY,9891
8c3Fa8FD35Ed51B,Contreras-Odonnell,Denmark,20th century,PUBLISHING INDUSTRY,7630
7cF4cDa969eAb88,"Friedman, Ramirez and Dawson",Greenland,20th century,TOBACCO,7256
d20DBabdbF3f6eF,Baxter-Gallagher,Eritrea,20th century,INTERNATIONAL TRADE / DEVELOPMENT,2851
1A3faa218C8f33b,Bautista-Curry,Brazil,20th century,CONSTRUCTION,2085
6aEC1861017fa26,Marsh LLC,Barbados,20th century,FARMING,1094
dCb793797FB9CfE,"Sanchez, Lawrence and Bartlett",French Guiana,21th century,RECREATIONAL FACILITIES / SERVICES,6374
2aeBAa04F3dfD7C,Frye-Weber,Somalia,21th century,EDUCATION MANAGEMENT,8054
cae8eFDcC6EA5aa,Love-Valenzuela,French Guiana,20th century,HOSPITAL / HEALTH CARE,1957
Dde6fa9DffCCd6F,Peters-Anthony,Norway,20th century,TOBACCO,9359
E21aF4Edb0Babc6,Myers LLC,Argentina,21th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,2679
0620b8f92E7CfDd,"Lawrence, Dennis and Boyle",Russian Federation,20th century,MARKET RESEARCH,9230
9d9B622f3DcdF1d,"Mercer, Olsen and Barnes",Pakistan,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,2026
85ffF938E97cc80,"Woods, Combs and Flores",Bulgaria,20th century,HOSPITALITY,6238
AFbbAfbFefA4FFb,Soto-Archer,Reunion,20th century,DESIGN,4299
aE53f9fd39A7a92,Mckinney and Sons,Armenia,20th century,SPORTING GOODS,8951
8cb6D09f1F1Bfec,Ponce-Short,South Africa,20th century,PHARMACEUTICALS,3387
7e24cc283BcEB20,Benitez-Fuller,Chad,20th century,TELECOMMUNICATIONS,8395
E9Be439fFCfd5a1,Aguirre and Sons,Somalia,20th century,GAMBLING / CASINOS,6418
60ecDCeADb69BfD,Mitchell LLC,United States Virgin Islands,20th century,DESIGN,2639
0F2a37c6147EffC,Clements-Ross,New Caledonia,21th century,INSURANCE,8788
CbDD370601Eb077,Hatfield and Sons,Ghana,20th century,LOGISTICS / PROCUREMENT,6720
4C76D8B6bF8849B,Whitehead-Schmitt,Korea,21th century,AUTOMOTIVE,6314
FE6D2Ca50126C9c,"Fletcher, Haney and Stone",Chad,21th century,JUDICIARY,2470
8CB2Dd3BbbeA2f4,Underwood LLC,Afghanistan,20th century,GLASS / CERAMICS / CONCRETE,9247
fCE0bD6dBEc7F64,Leblanc-Mccann,Montenegro,21th century,FINE ART,2217
1Bb353fF9f94Dfe,Bauer-Bruce,United Arab Emirates,21th century,PUBLIC RELATIONS / PR,6183
D3dbf0f065E9e10,"Delgado, Herring and Morgan",Mauritius,21th century,TELECOMMUNICATIONS,6287
4dbdb313ebdAE4D,"Wyatt, Harper and Mendez",Korea,20th century,LAW PRACTICE / LAW FIRMS,8845
8F7D0a069BfCAD8,Mejia LLC,Argentina,21th century,BROADCAST MEDIA,3170
cBbFcEEedd3f8C3,Downs Group,Italy,21th century,COSMETICS,8140
283aBEc690aB6Ce,Summers Inc,Saint Pierre and Miquelon,20th century,INVESTMENT BANKING / VENTURE,5581
ff9ac431C4A8C3a,"Esparza, Gamble and Mcdonald",Romania,21th century,NEWSPAPERS / JOURNALISM,7169
E9Dc5c3C317dC8F,"Potter, Blake and Andersen",Croatia,21th century,UTILITIES,6162
366A3AbDEcDF2aA,"Baird, Neal and Roberson",Trinidad and Tobago,20th century,FINE ART,4873
93033A341fbBBec,Arellano and Sons,Burundi,20th century,OUTSOURCING / OFFSHORING,4026
14BBF2BbC8CBdC5,Hogan-Hanson,Fiji,21th century,MANAGEMENT CONSULTING,5371
e905d16aF3b5b58,Guerra-Bradshaw,Canada,21th century,HOSPITAL / HEALTH CARE,9985
A7c4Edd68a1Ad0c,Melendez-Orozco,Fiji,20th century,EXECUTIVE OFFICE,2296
E47D60e9F5BA0F3,Cole-Mosley,Macao,21th century,HOSPITALITY,4709
AaDAe4D111c6eA6,Cherry-Ballard,Portugal,20th century,FINANCIAL SERVICES,6473
2CaE73830E7fe18,Newman PLC,Japan,21th century,COMPUTER NETWORKING,7878
7bDEeD8E72bbdb5,Roach-Leonard,Montenegro,20th century,JUDICIARY,1277
cb8E4F4Fa2a2D43,Barnes PLC,Bahrain,20th century,PUBLIC SAFETY,3111
AE74cCfabEe78E8,Benton and Sons,Yemen,20th century,LUXURY GOODS / JEWELRY,7484
fadbba29538eEdF,Krause-Berger,Liechtenstein,21th century,STAFFING / RECRUITING,3325
E2f11fa8a2d0A6c,Mosley-Rosales,Namibia,20th century,BUILDING MATERIALS,2003
4F10c8125540a3F,"Cox, Obrien and Webb",Guadeloupe,20th century,INDUSTRIAL AUTOMATION,7970
34FdDE04c3faFaD,Hendricks-Haley,Ecuador,21th century,SPORTS,5836
8B19E1edBFAca79,"Solomon, English and Lin",Nicaragua,20th century,PRINTING,2164
A33BC8249b936Be,Solis PLC,Palau,21th century,LEGAL SERVICES,2186
8e8fabc74357ba5,"Mckay, Coffey and Kaiser",Vietnam,20th century,BUILDING MATERIALS,1449
19EBA54C076a508,"Estes, Wilkins and Orozco",Korea,20th century,ARCHITECTURE / PLANNING,6488
DB65fbC57E4aFC6,Lynn Group,Turks and Caicos Islands,21th century,RELIGIOUS INSTITUTIONS,1194
9FC8b110e1cbEde,"Snyder, Joyce and Odonnell",Kenya,20th century,JUDICIARY,3335
eABE544bF4f11D3,Fowler Ltd,American Samoa,20th century,MENTAL HEALTH CARE,2455
a1890c9b7fACA2b,Garcia-Hardy,Slovenia,20th century,VETERINARY,8193
0E3Fa2Dac82fBA5,"Harrington, Bentley and Bond",Gambia,20th century,HUMAN RESOURCES / HR,2323
f2683dA42532df2,"Weber, Hill and Campos",Cameroon,20th century,PACKAGING / CONTAINERS,5305
DD32f33bEc68fDc,Potts Ltd,Saint Martin,20th century,EDUCATION MANAGEMENT,9743
896D2DEDbd96Dbe,Faulkner Ltd,Montserrat,20th century,WRITING / EDITING,4905
C2Aab12929A24Ff,Moon-Pineda,Eritrea,21th century,SUPERMARKETS,5391
4c5e1BcEF26Ad97,"Norris, Carrillo and Koch",Cote d'Ivoire,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,4943
5Eb5DFa6Fe8cf9d,Flynn-Sparks,Thailand,20th century,ARTS / CRAFTS,8468
FAF4Bf6fd153b9e,Kline-Todd,Libyan Arab Jamahiriya,20th century,PROGRAM DEVELOPMENT,4891
AEf22BDdCaec478,Moreno Ltd,Colombia,20th century,FURNITURE,2840
AbCBc956a57b4d9,"Payne, Blair and Zavala",United States Virgin Islands,20th century,ALTERNATIVE MEDICINE,1475
E07529A937DFCEc,"Blake, Ferguson and Conrad",Indonesia,20th century,PRIMARY / SECONDARY EDUCATION,9632
5a6DcC3bD6401d7,Foley LLC,Honduras,20th century,ENVIRONMENTAL SERVICES,9694
D45725EC91810BD,"Small, Hawkins and Deleon",Togo,21th century,PROFESSIONAL TRAINING,9570
bC6Ebe1A0Ef42B2,"Hebert, Ramirez and Fitzgerald",Costa Rica,20th century,PROGRAM DEVELOPMENT,5585
Bcd14d44CCe34Ca,Hendricks LLC,Dominica,21th century,AVIATION / AEROSPACE,4144
b2c3cDaFcee2Ce6,"Burgess, Gamble and Mora",Saint Lucia,21th century,PRIMARY / SECONDARY EDUCATION,9640
EC6CAFbd0f0eb30,Elliott Group,New Caledonia,20th century,PUBLIC SAFETY,2234
EFc70c661dFdf93,"Zuniga, Pittman and Evans",Brazil,20th century,ARTS / CRAFTS,4444
2C982cFA5dfAc54,Roberson-Lucas,Timor-Leste,21th century,NANOTECHNOLOGY,1368
a7FBff8359Fa912,Reeves Inc,Netherlands Antilles,20th century,RESEARCH INDUSTRY,9676
afAe3DdFaa1f4bF,Boyle-Mcfarland,United States Minor Outlying Islands,20th century,GLASS / CERAMICS / CONCRETE,8782
53E132b7dde21f5,Thornton-Kaufman,Belize,20th century,MOTION PICTURES / FILM,2923
77a9a0523be66B4,Small-Santos,Nigeria,20th century,PUBLIC SAFETY,9742
Daee0bB7bcF1811,Booker-Key,Tokelau,21th century,MUSEUMS / INSTITUTIONS,8139
c001111B0D1a69e,"Mosley, Tyler and Martin",United Arab Emirates,20th century,LIBRARY,4852
4fCeB271B1ca910,Adkins-Pena,Nepal,20th century,LAW PRACTICE / LAW FIRMS,6013
5Be521ecfEbd6CF,Mejia Group,Georgia,20th century,TRANSLATION / LOCALIZATION,4838
3f5114A7F2Cb773,Russell Group,France,20th century,OIL / ENERGY / SOLAR / GREENTECH,5312
9128Aa7AF74fbE1,Koch LLC,Sudan,20th century,CONSUMER SERVICES,8522
cFE3804fCbEDDfD,Lawrence Group,Jordan,20th century,LOGISTICS / PROCUREMENT,2455
6eaABa2Ad81EefD,"Michael, Carlson and Chase",Cuba,20th century,MARKETING / ADVERTISING / SALES,5069
4bc2Ebf08ddBAeC,Pollard-Kramer,Macao,20th century,TRANSPORTATION,1798
208EAFCeC73D8AF,Good Inc,Norfolk Island,21th century,INFORMATION TECHNOLOGY / IT,2536
4dd8BbDDCF8E6b3,Herrera-Compton,Qatar,21th century,LUXURY GOODS / JEWELRY,2471
19ba4D6130B5cfc,Dunn Ltd,Guatemala,20th century,FURNITURE,4232
B2FFbe9da8983a8,Sanders PLC,Guam,20th century,ONLINE PUBLISHING,3265
2dBDb161D2eDeb6,Riley-Clay,Monaco,20th century,SUPERMARKETS,2902
92F6ecB83Fcb4E2,Preston Inc,Niue,20th century,VENTURE CAPITAL / VC,6621
8b5102dF9DD2Fac,Galloway-Wilson,Madagascar,20th century,E - LEARNING,4879
cf1aB0FCcbBC69a,Zavala-Bass,Bulgaria,20th century,GOVERNMENT ADMINISTRATION,6606
aE78ED615dbd36c,"Villanueva, Harrington and Griffin",Kenya,20th century,ALTERNATIVE MEDICINE,4736
55FceeB1b5B38e3,Nielsen-Sheppard,United States Minor Outlying Islands,21th century,MANAGEMENT CONSULTING,3697
303F19EdAc0b7c8,"Huerta, Fowler and Rush",Belize,20th century,MARKET RESEARCH,1095
1B9aDFe0bCFD4AF,Ritter Group,Venezuela,21th century,EDUCATION MANAGEMENT,9605
Da48e73cF4dbCa5,"Wall, Sawyer and Gay",Norfolk Island,21th century,CIVIL ENGINEERING,6222
B50f30f5d7fEFaA,Small-Schmidt,Italy,21th century,OUTSOURCING / OFFSHORING,1914
4d21D1bCC03A5eF,"Sanford, Hendrix and Berry",Latvia,20th century,BANKING / MORTGAGE,2484
6b51cD7CeF86c06,Figueroa Ltd,Bahamas,20th century,PAPER / FOREST PRODUCTS,8141
493c61F43637AeE,Stevens-Gross,Turks and Caicos Islands,21th century,SEMICONDUCTORS,2378
CbA53dfD9Da3eFc,"Ayers, Ball and Riley",Thailand,20th century,UTILITIES,2234
DDF6C7DadDbecBC,Pollard Ltd,Montserrat,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,2162
Aafab9Bac03E8d1,Peters-Hunter,Northern Mariana Islands,20th century,PACKAGE / FREIGHT DELIVERY,6217
399a711361Acca0,Simon-Huffman,Antarctica (the territory South of 60 deg S),20th century,OUTSOURCING / OFFSHORING,2615
3eADB37A24fe3AE,Moyer-Shannon,Kazakhstan,21th century,BUSINESS SUPPLIES / EQUIPMENT,5329
795Faf62bFcfafd,"Reyes, Pineda and Trujillo",Afghanistan,21th century,JUDICIARY,6219
863A058d685BcAf,Thomas-Roberson,Pitcairn Islands,21th century,CIVIL ENGINEERING,7049
Cf58Fbc4a5eCb6D,Heath-Morrow,Romania,21th century,WIRELESS,1588
4193C244b2fB34f,Barron and Sons,Sudan,21th century,MARKET RESEARCH,3303
AA88E7EBBa62cBd,Casey Group,Croatia,20th century,FINANCIAL SERVICES,8523
24F012A9354AaAf,"Page, Fitzgerald and Barrera",Congo,20th century,SPORTING GOODS,7392
Cb8b1Bb91bCbBcb,Conrad-Spence,Lebanon,20th century,PACKAGING / CONTAINERS,8675
Fd6A2bfc72BF2fd,Harper-Crane,Norfolk Island,20th century,APPAREL / FASHION,6336
B661C4DcdE6ba08,"Roman, Richard and Graham",Montserrat,21th century,VETERINARY,4933
E7506ecf9f0c86b,Horne Ltd,Mozambique,21th century,FISHERY,5500
5FFdFcAF4bb4b30,Woodward Group,Guam,21th century,PLASTICS,3443
5eAd760DF33ff6c,Villegas Group,Colombia,20th century,GAMBLING / CASINOS,5076
a6Fb1acCEd3e944,Randolph-Padilla,Haiti,21th century,INTERNET,1287
DabdfEf00366948,Johns-Moore,British Virgin Islands,20th century,FISHERY,9450
4D1cD8AFAdbE04C,"Wyatt, Franco and Vaughan",Pitcairn Islands,21th century,FARMING,3569
2CBB28589aC6dc9,"Bentley, Phillips and Graves",Turks and Caicos Islands,20th century,LOGISTICS / PROCUREMENT,1874
E66EAB576c1FeA6,Brandt-Rojas,Bolivia,21th century,MENTAL HEALTH CARE,1521
f6Bebb46411a4F4,Obrien Group,Netherlands Antilles,20th century,OUTSOURCING / OFFSHORING,7788
03D823AbA8cbA0b,Harrington-Cantrell,Ecuador,20th century,PHILANTHROPY,6413
611a1E4b7B9bb0b,"Wheeler, Peters and Morrow",Romania,20th century,LEGAL SERVICES,4454
6aA7d272e3bE9dd,Morse PLC,Guinea-Bissau,21th century,NANOTECHNOLOGY,5314
4446459AeE6e6B5,Stokes Ltd,Suriname,20th century,TEXTILES,5178
17cfDDa24a09Bd2,Mcintyre PLC,Russian Federation,20th century,EXECUTIVE OFFICE,6457
4fA09B15C0AFF7A,"Meyers, Wright and Ford",Burkina Faso,21th century,PRIMARY / SECONDARY EDUCATION,8479
e2DCBbB7cec9Cf3,"Schmidt, Cowan and Sanchez",Aruba,20th century,POLITICAL ORGANIZATION,7780
F8dD9E0eaA3CDCa,Ortega-Chandler,Luxembourg,20th century,GLASS / CERAMICS / CONCRETE,7860
f9D0eeaf86df21a,Herman-Velasquez,United States Virgin Islands,20th century,PRINTING,5914
FEfA6F32c457eC3,Sanders LLC,France,21th century,COMPUTER HARDWARE,7024
ECff4BBDe4ebABA,"Burch, Stark and Swanson",Panama,20th century,RESEARCH INDUSTRY,1314
A64d679fb3aeD99,Robertson and Sons,Ethiopia,21th century,NEWSPAPERS / JOURNALISM,5363
a136bBd4E7fE1b1,Mack-Pena,Jordan,20th century,LIBRARY,7214
9fFb7B6beceaDd8,"Blair, Leonard and Brown",Rwanda,20th century,OUTSOURCING / OFFSHORING,2921
A6CCF7B38cC96ED,"Colon, Christian and Duarte",Austria,21th century,ARTS / CRAFTS,8131
Fd1c4a5Fe6eE6cd,Bauer-Perkins,Croatia,21th century,LEGAL SERVICES,3811
D3726B568A8B0E9,Raymond-Krause,Peru,21th century,ACCOUNTING,4166
Eaf154F6dd7ddD7,"Lynch, Guerrero and Wiggins",Hungary,20th century,DESIGN,4095
Eed20a49bbAe1d7,Winters LLC,Suriname,20th century,TELECOMMUNICATIONS,6377
6fe85766a09c9D8,"Knox, Wright and English",Haiti,20th century,PROFESSIONAL TRAINING,7914
6ed91A6F443bE76,Pratt Group,New Zealand,20th century,INSURANCE,4658
A34A5da0C11E217,"Franco, Salinas and Cross",Cambodia,20th century,LIBRARY,2819
Bd7c5cE47CBa98b,Owen-Boyle,Mauritius,21th century,EXECUTIVE OFFICE,6041
13121C3FDFc3aFA,Mcgrath-Obrien,Tokelau,21th century,FACILITIES SERVICES,3692
D0f1cBd0bcD824e,Carney-Robinson,Slovenia,20th century,MEDIA,4679
c74cC0EB5F9EbB3,"Murillo, Stevenson and Willis",San Marino,20th century,COSMETICS,8398
Bf6Cb9F8621cd4d,"Craig, Yates and Lawrence",Saint Barthelemy,20th century,HOSPITALITY,2114
b1f1ACDB2Ba08f7,Aguilar Inc,Kenya,21th century,DESIGN,8735
eebca06EB26bceD,Hoffman-Farmer,Costa Rica,20th century,COMPUTER NETWORKING,2167
2cb5aCccD35f8BF,Marks-Michael,Comoros,20th century,MOTION PICTURES / FILM,7963
064DeaEfe7DD8AE,Wells-Mahoney,Iran,21th century,GAMBLING / CASINOS,9585
5909Dbb9CbAd42f,Russell-Orr,Maldives,21th century,ACCOUNTING,5119
9c9BD909aFcbBad,Chang-Lin,Madagascar,20th century,AVIATION / AEROSPACE,3433
9cf8398903Ab7f1,Stuart-Preston,United States of America,21th century,FINANCIAL SERVICES,3521
De5FdaDfb537F74,"Crawford, Dudley and Galvan",Uzbekistan,20th century,COMPUTER HARDWARE,2306
D6Aa2DdbeBC45B2,"Kemp, Stephens and Crosby",Cote d'Ivoire,20th century,FISHERY,4061
0c041A82EbDEeed,Alvarado Inc,Vietnam,20th century,CIVIL ENGINEERING,4095
d113D2c465EF503,Valenzuela-Dawson,Benin,21th century,MENTAL HEALTH CARE,3892
F3BFAE1Ef9C24d4,Ayers-Conrad,Ghana,20th century,ARCHITECTURE / PLANNING,6500
c1AcB86Cab81927,Porter-Stein,Guernsey,21th century,TRANSPORTATION,1684
ad5C07fE3B8FFFA,Wilkins-Howard,Sierra Leone,20th century,HOSPITAL / HEALTH CARE,5353
c70BCD92461d078,"Barker, Nielsen and Graves",Aruba,20th century,MEDIA,5985
A67E42fB3AA358D,Daniel-Estes,Niue,20th century,COMMERCIAL REAL ESTATE,4446
7de50C1CD6d0Cc4,Bell-Middleton,Thailand,21th century,PHARMACEUTICALS,4030
E2B6Edae13c10Ac,Morales and Sons,Afghanistan,20th century,INTERNATIONAL TRADE / DEVELOPMENT,9118
bF0A4d7B30B4427,Dawson Group,El Salvador,20th century,INTERNET,8561
4FD0Ca8CcaBaBB6,Gentry LLC,Tuvalu,20th century,STAFFING / RECRUITING,3195
aaAB4F83Bb54c11,Blackburn Inc,Malaysia,20th century,RESEARCH INDUSTRY,1122
50dd8E5cbDbD4DD,Haynes LLC,Ghana,21th century,EDUCATION MANAGEMENT,9830
f7AeFecaB717B5f,Stephenson-Nolan,Iran,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,8619
5Db94Fb26bebe9E,Serrano-Potts,Grenada,20th century,INVESTMENT BANKING / VENTURE,2305
34D7DcE9DaA720B,Walter Ltd,Heard Island and McDonald Islands,20th century,ARCHITECTURE / PLANNING,7609
cb3aAfcc2Cf7E37,"Gamble, Bowers and Fox",Czech Republic,20th century,INVESTMENT BANKING / VENTURE,2936
Fcb1bA0E2E2fdaf,"Wolfe, Norris and Santos",Niue,20th century,GRAPHIC DESIGN / WEB DESIGN,9190
dd201CC0eBE7946,Olsen Group,Iraq,21th century,FOOD / BEVERAGES,4163
22CAbe6c76a8Ac3,Morrison-Lam,Zambia,20th century,MARITIME,9336
7E6C5aFf3df1c1a,Atkins-Shelton,Liberia,20th century,CONSTRUCTION,9022
a836fA4caF57975,Shannon LLC,Monaco,20th century,COMPUTER HARDWARE,3293
6DdEdBc1c336DB3,Gay Group,Poland,21th century,WIRELESS,2518
ca5CACCf2eF54d6,"Frederick, Banks and Melendez",Chad,20th century,MUSEUMS / INSTITUTIONS,2614
d907aBBbF5db86A,Dean-Benson,Albania,20th century,FOOD / BEVERAGES,2784
AD7D6DB9b28E358,Hebert Inc,Libyan Arab Jamahiriya,21th century,LAW ENFORCEMENT,8544
AeCbB1c9a0eBBDA,"Conner, Frye and Sharp",Nicaragua,21th century,MINING / METALS,9357
73FcCCF2589fEF6,Huynh-Stanley,Bouvet Island (Bouvetoya),20th century,PUBLIC RELATIONS / PR,6099
abcBe9DF047b636,Randall-Villarreal,British Virgin Islands,21th century,RESTAURANTS,5993
38779F74D2DDCC4,Arias-Kelly,Lesotho,20th century,RAILROAD MANUFACTURE,1971
4BE7530dAFF08e0,Hamilton-Salazar,Niue,21th century,MEDICAL EQUIPMENT,7484
dDeC545AAcBCDe2,Huff-Meadows,Saint Helena,20th century,TRANSPORTATION,1343
af76d9c4bf7cCbe,"Pruitt, Navarro and Black",Western Sahara,21th century,LIBRARY,7223
f0983E5abFd8EBd,Daniel Inc,Botswana,20th century,CONSTRUCTION,1410
13D30EaCc9B677B,"Dominguez, Davenport and Oliver",Cambodia,21th century,CHEMICALS,2008
70393100a8c06e9,"Watkins, Howell and Chen",Swaziland,21th century,CIVIC / SOCIAL ORGANIZATION,8347
B6fDa84A02999c2,Chavez and Sons,Turks and Caicos Islands,20th century,MEDIA,2238
38Ff38D0e6C2d7D,Ross-Donaldson,Kiribati,21th century,IMPORT / EXPORT,3614
5d26cB8a38A70de,Haney-Hoffman,Turkey,21th century,MANAGEMENT CONSULTING,5413
df7F71Bffc5F0cC,Erickson and Sons,Singapore,20th century,PERFORMING ARTS,5000
b9eBBbC15fCaF1E,"Fuller, James and Wilkinson",Spain,20th century,LAW PRACTICE / LAW FIRMS,5172
Fd4d1F912630DfA,"Bullock, Hansen and Reed",Andorra,21th century,COSMETICS,1255
16CEfdeabBa0CeF,Snow Ltd,Niue,20th century,ONLINE PUBLISHING,8123
9ccBd902Eb4FDE3,Prince-Koch,Niger,21th century,RETAIL INDUSTRY,5405
47Ce73e0aCcC430,"Jefferson, Schneider and Levy",Libyan Arab Jamahiriya,20th century,BUSINESS SUPPLIES / EQUIPMENT,5163
Dbb5ed30Ee29e01,Boyd Group,Pakistan,20th century,PUBLIC RELATIONS / PR,9232
